survey id,image,class,x,y
,ortho_clip_23april.jpg,nest,28657.99109,409.6781972
,ortho_clip_23april.jpg,nest,27699.54976,668.9065413
,ortho_clip_23april.jpg,nest,27642.72518,715.4485822
,ortho_clip_23april.jpg,nest,27686.0201,442.6905751
,ortho_clip_23april.jpg,nest,26983.01881,940.5821754
,ortho_clip_23april.jpg,nest,26272.4409,838.2979228
,ortho_clip_23april.jpg,nest,25463.36705,892.9577615
,ortho_clip_23april.jpg,nest,25132.70209,677.0243392
,ortho_clip_23april.jpg,nest,25045.02987,658.6239974
,ortho_clip_23april.jpg,nest,22649.19714,509.7977038
,ortho_clip_23april.jpg,nest,22112.88129,1053.148972
,ortho_clip_23april.jpg,nest,22102.59875,679.1890853
,ortho_clip_23april.jpg,nest,19688.11441,780.9181881
,ortho_clip_23april.jpg,nest,19314.11145,1209.375983
,ortho_clip_23april.jpg,nest,19237.51564,1439.761809
,ortho_clip_23april.jpg,nest,19078.33998,975.9981339
,ortho_clip_23april.jpg,nest,18876.67758,1158.51158
,ortho_clip_23april.jpg,nest,18848.55256,1129.189748
,ortho_clip_23april.jpg,nest,18764.17749,1259.043577
,ortho_clip_23april.jpg,nest,18311.7835,1317.687242
,ortho_clip_23april.jpg,nest,18268.09996,1357.780359
,ortho_clip_23april.jpg,nest,17816.30438,1424.80169
,ortho_clip_23april.jpg,nest,16058.78965,1385.905382
,ortho_clip_23april.jpg,nest,15822.36293,1207.459779
,ortho_clip_23april.jpg,nest,15639.53164,1472.040398
,ortho_clip_23april.jpg,nest,15551.70634,1507.943822
,ortho_clip_23april.jpg,nest,15490.39434,1383.110378
,ortho_clip_23april.jpg,nest,15603.07586,1069.922045
,ortho_clip_23april.jpg,nest,15253.9841,1227.344752
,ortho_clip_23april.jpg,nest,15081.57777,752.2204617
,ortho_clip_23april.jpg,nest,14938.2134,1323.908013
,ortho_clip_23april.jpg,nest,14724.05181,1063.728229
,ortho_clip_23april.jpg,nest,15309.89881,1697.363348
,ortho_clip_23april.jpg,nest,13424.44096,1401.300565
,ortho_clip_23april.jpg,nest,13338.64705,1223.255134
,ortho_clip_23april.jpg,nest,12824.09997,906.0642962
,ortho_clip_23april.jpg,nest,12867.12537,779.5190035
,ortho_clip_23april.jpg,nest,12846.87812,779.5190035
,ortho_clip_23april.jpg,nest,12478.20772,674.1706739
,ortho_clip_23april.jpg,nest,12817.88602,1334.512206
,ortho_clip_23april.jpg,nest,12798.00663,1286.97453
,ortho_clip_23april.jpg,nest,12185.20277,827.1555576
,ortho_clip_23april.jpg,nest,12185.20277,859.1354485
,ortho_clip_23april.jpg,nest,12188.66006,1054.47208
,ortho_clip_23april.jpg,nest,12173.96659,1082.130364
,ortho_clip_23april.jpg,nest,11936.27821,1351.798633
,ortho_clip_23april.jpg,nest,11564.62002,1394.150381
,ortho_clip_23april.jpg,nest,11303.59497,874.6932333
,ortho_clip_23april.jpg,nest,11752.41996,1259.926861
,ortho_clip_23april.jpg,nest,11454.418,1605.031756
,ortho_clip_23april.jpg,nest,10961.68744,1025.251766
,ortho_clip_23april.jpg,nest,10654.19491,1351.108407
,ortho_clip_23april.jpg,nest,10729.10254,1694.812161
,ortho_clip_23april.jpg,nest,10093.54798,1399.161595
,ortho_clip_23april.jpg,nest,9983.823998,724.2403971
,ortho_clip_23april.jpg,nest,9213.424004,1262.112877
,ortho_clip_23april.jpg,nest,9337.205837,818.9380735
,ortho_clip_23april.jpg,nest,8419.7337,739.1878774
,ortho_clip_23april.jpg,nest,7970.881468,1136.313644
,ortho_clip_23april.jpg,nest,7692.32375,1070.916139
,ortho_clip_23april.jpg,nest,4242.912623,1164.408351
,ortho_clip_23april.jpg,nest,4315.577375,930.4632945
,ortho_clip_23april.jpg,nest,3402.837191,1517.098248
,ortho_clip_23april.jpg,nest,3230.923021,1109.466709
,ortho_clip_23april.jpg,nest,3101.332475,1701.980273
,ortho_clip_23april.jpg,nest,1576.09203,737.4502726
,ortho_clip_23april.jpg,nest,366.9871763,800.5264312
,ortho_clip_23april.jpg,nest,1820.844068,2177.666536
,ortho_clip_23april.jpg,nest,2514.75025,1851.259018
,ortho_clip_23april.jpg,nest,3725.916755,2115.635491
,ortho_clip_23april.jpg,nest,8652.692198,2262.959096
,ortho_clip_23april.jpg,nest,8870.251475,2420.561092
,ortho_clip_23april.jpg,nest,9295.488114,2591.121301
,ortho_clip_23april.jpg,nest,9241.2405,2393.277063
,ortho_clip_23april.jpg,nest,10635.83769,2060.871131
,ortho_clip_23april.jpg,nest,10749.48867,2299.538193
,ortho_clip_23april.jpg,nest,10925.64769,2621.549307
,ortho_clip_23april.jpg,nest,11221.14024,2886.73493
,ortho_clip_23april.jpg,nest,11601.87103,2102.543158
,ortho_clip_23april.jpg,nest,11645.43724,2365.834598
,ortho_clip_23april.jpg,nest,11783.7126,2625.337673
,ortho_clip_23april.jpg,nest,11753.40567,2884.840747
,ortho_clip_23april.jpg,nest,11910.62286,2333.633487
,ortho_clip_23april.jpg,nest,11965.55417,2282.490545
,ortho_clip_23april.jpg,nest,11315.1593,3346.9377
,ortho_clip_23april.jpg,nest,11568.73479,3335.293927
,ortho_clip_23april.jpg,nest,12211.72978,2450.367222
,ortho_clip_23april.jpg,nest,12351.45505,2484.004787
,ortho_clip_23april.jpg,nest,12505.4116,3180.043628
,ortho_clip_23april.jpg,nest,12637.37435,3310.71263
,ortho_clip_23april.jpg,nest,12529.9929,2675.480156
,ortho_clip_23april.jpg,nest,12532.5804,2617.261294
,ortho_clip_23april.jpg,nest,12624.43683,2527.992372
,ortho_clip_23april.jpg,nest,12625.73058,2427.079677
,ortho_clip_23april.jpg,nest,12912.94363,2509.879837
,ortho_clip_23april.jpg,nest,13038.43763,3450.437899
,ortho_clip_23april.jpg,nest,13189.80667,3195.568658
,ortho_clip_23april.jpg,nest,13489.95725,2837.199217
,ortho_clip_23april.jpg,nest,13567.5824,3126.999776
,ortho_clip_23april.jpg,nest,13835.38916,3173.574866
,ortho_clip_23april.jpg,nest,13716.36393,2870.836782
,ortho_clip_23april.jpg,nest,13792.69533,2701.355206
,ortho_clip_23april.jpg,nest,13778.46405,2566.804946
,ortho_clip_23april.jpg,nest,13840.56417,2371.44832
,ortho_clip_23april.jpg,nest,13530.06357,2205.848001
,ortho_clip_23april.jpg,nest,13179.45665,2182.560456
,ortho_clip_23april.jpg,nest,12665.83691,2084.235266
,ortho_clip_23april.jpg,nest,13328.23818,1679.290736
,ortho_clip_23april.jpg,nest,13294.11802,2039.625696
,ortho_clip_23april.jpg,nest,14261.6278,2135.326141
,ortho_clip_23april.jpg,nest,14114.70169,2056.965548
,ortho_clip_23april.jpg,nest,14184.49159,2566.309399
,ortho_clip_23april.jpg,nest,14606.90416,2545.494866
,ortho_clip_23april.jpg,nest,14506.50465,2478.153732
,ortho_clip_23april.jpg,nest,14568.94825,1652.918744
,ortho_clip_23april.jpg,nest,14677.91845,1509.665786
,ortho_clip_23april.jpg,nest,14884.83939,1699.445346
,ortho_clip_23april.jpg,nest,15123.59432,2161.03821
,ortho_clip_23april.jpg,nest,14972.99506,2298.169247
,ortho_clip_23april.jpg,nest,15086.86279,2410.812598
,ortho_clip_23april.jpg,nest,14860.3517,2330.003237
,ortho_clip_23april.jpg,nest,15293.78373,2036.151016
,ortho_clip_23april.jpg,nest,15468.87068,2187.974664
,ortho_clip_23april.jpg,nest,15474.9926,2136.550525
,ortho_clip_23april.jpg,nest,15396.63201,2490.397575
,ortho_clip_23april.jpg,nest,15317.04703,2614.060385
,ortho_clip_23april.jpg,nest,15277.86673,2561.411862
,ortho_clip_23april.jpg,nest,14952.18052,2660.586986
,ortho_clip_23april.jpg,nest,15946.38054,1712.913573
,ortho_clip_23april.jpg,nest,16296.55443,2190.423432
,ortho_clip_23april.jpg,nest,16712.84508,2092.472692
,ortho_clip_23april.jpg,nest,16701.82562,2031.253479
,ortho_clip_23april.jpg,nest,16605.09927,1733.728105
,ortho_clip_23april.jpg,nest,17298.10076,1695.772193
,ortho_clip_23april.jpg,nest,17774.38623,1659.040666
,ortho_clip_23april.jpg,nest,18217.66025,2200.396047
,ortho_clip_23april.jpg,nest,18360.24444,2139.682778
,ortho_clip_23april.jpg,nest,18416.35822,2438.649632
,ortho_clip_23april.jpg,nest,18762.49841,2358.281447
,ortho_clip_23april.jpg,nest,19019.07719,2554.571223
,ortho_clip_23april.jpg,nest,19054.12893,2299.394515
,ortho_clip_23april.jpg,nest,19211.16076,2481.663592
,ortho_clip_23april.jpg,nest,18842.41639,2713.005113
,ortho_clip_23april.jpg,nest,19829.47355,2223.682744
,ortho_clip_23april.jpg,nest,19885.55634,1953.083268
,ortho_clip_23april.jpg,nest,21479.70973,2068.052993
,ortho_clip_23april.jpg,nest,21706.84505,1964.299826
,ortho_clip_23april.jpg,nest,21779.75268,1646.029976
,ortho_clip_23april.jpg,nest,21573.64841,1417.492594
,ortho_clip_23april.jpg,nest,21973.23831,2040.011597
,ortho_clip_23april.jpg,nest,22215.79639,1905.412893
,ortho_clip_23april.jpg,nest,22239.63158,2255.93035
,ortho_clip_23april.jpg,nest,22585.94283,2028.795038
,ortho_clip_23april.jpg,nest,22414.89031,1500.214714
,ortho_clip_23april.jpg,nest,23138.35834,2131.146135
,ortho_clip_23april.jpg,nest,22991.80005,1717.035174
,ortho_clip_23april.jpg,nest,24595.43699,1150.151584
,ortho_clip_23april.jpg,nest,24862.54072,1091.768255
,ortho_clip_23april.jpg,nest,25065.42279,1522.345308
,ortho_clip_23april.jpg,nest,25186.5682,1554.456139
,ortho_clip_23april.jpg,nest,25275.60278,1620.137384
,ortho_clip_23april.jpg,nest,25072.72071,1707.712378
,ortho_clip_23april.jpg,nest,25395.2886,1265.458659
,ortho_clip_23april.jpg,nest,25640.49858,1414.336149
,ortho_clip_23april.jpg,nest,25590.87275,1646.409882
,ortho_clip_23april.jpg,nest,25166.13403,1862.4282
,ortho_clip_23april.jpg,nest,26116.32272,1672.68238
,ortho_clip_23april.jpg,nest,25971.82398,1239.186161
,ortho_clip_23april.jpg,nest,26560.03602,1846.372785
,ortho_clip_23april.jpg,nest,26771.67558,2164.561928
,ortho_clip_23april.jpg,nest,26832.97808,1656.626965
,ortho_clip_23april.jpg,nest,27202.25264,1091.768255
,ortho_clip_23april.jpg,nest,27640.12761,1891.619865
,ortho_clip_23april.jpg,nest,27727.7026,1223.130746
,ortho_clip_23april.jpg,nest,27431.4072,2239.000673
,ortho_clip_23april.jpg,nest,26851.95266,2330.954417
,ortho_clip_23april.jpg,nest,26596.5256,2656.441477
,ortho_clip_23april.jpg,nest,28639.94212,2155.804429
,ortho_clip_23april.jpg,nest,28618.04837,2241.91984
,ortho_clip_23april.jpg,nest,28655.99753,1971.896942
,ortho_clip_23april.jpg,nest,28739.19378,1031.925343
,ortho_clip_23april.jpg,nest,28991.70168,2471.074407
,ortho_clip_23april.jpg,nest,29159.55375,2939.600623
,ortho_clip_23april.jpg,nest,29165.94252,2849.858621
,ortho_clip_23april.jpg,nest,28303.52812,2991.207204
,ortho_clip_23april.jpg,nest,28063.95775,3176.018633
,ortho_clip_23april.jpg,nest,27486.70724,2744.791965
,ortho_clip_23april.jpg,nest,27990.94583,2635.274082
,ortho_clip_23april.jpg,nest,27797.00791,3479.474437
,ortho_clip_23april.jpg,nest,28136.53146,3747.90131
,ortho_clip_23april.jpg,nest,27899.65786,3849.19594
,ortho_clip_23april.jpg,nest,27603.56587,4039.318169
,ortho_clip_23april.jpg,nest,27868.49028,4259.049597
,ortho_clip_23april.jpg,nest,27977.57681,4485.014541
,ortho_clip_23april.jpg,nest,28870.52793,4274.633386
,ortho_clip_23april.jpg,nest,29065.3253,4634.618918
,ortho_clip_23april.jpg,nest,28705.33977,4801.365462
,ortho_clip_23april.jpg,nest,28248.73474,4993.04607
,ortho_clip_23april.jpg,nest,28762.99979,5201.868846
,ortho_clip_23april.jpg,nest,29088.70098,5402.899727
,ortho_clip_23april.jpg,nest,29060.65016,5399.782969
,ortho_clip_23april.jpg,nest,29020.13231,5407.574864
,ortho_clip_23april.jpg,nest,27912.12489,5426.275411
,ortho_clip_23april.jpg,nest,27829.53081,5150.442341
,ortho_clip_23april.jpg,nest,28812.79064,5524.378648
,ortho_clip_23april.jpg,nest,28486.5786,5710.945127
,ortho_clip_23april.jpg,nest,28409.49424,6247.184106
,ortho_clip_23april.jpg,nest,28369.27632,6330.971446
,ortho_clip_23april.jpg,nest,28283.25465,6463.914026
,ortho_clip_23april.jpg,nest,28432.9547,6465.031191
,ortho_clip_23april.jpg,nest,28685.43388,6507.483443
,ortho_clip_23april.jpg,nest,28975.89666,7194.539635
,ortho_clip_23april.jpg,nest,28979.24816,7343.122519
,ortho_clip_23april.jpg,nest,28803.85333,7575.492743
,ortho_clip_23april.jpg,nest,29093.19894,7743.067424
,ortho_clip_23april.jpg,nest,29030.63773,8136.309342
,ortho_clip_23april.jpg,nest,28745.76077,7964.266003
,ortho_clip_23april.jpg,nest,29056.33251,7849.198055
,ortho_clip_23april.jpg,nest,28593.82639,7631.35097
,ortho_clip_23april.jpg,nest,28415.08007,7547.56363
,ortho_clip_23april.jpg,nest,28192.76432,7486.11958
,ortho_clip_23april.jpg,nest,28330.17556,7763.176386
,ortho_clip_23april.jpg,nest,28342.46437,7843.612233
,ortho_clip_23april.jpg,nest,28291.0748,7927.399573
,ortho_clip_23april.jpg,nest,28284.37181,8093.85709
,ortho_clip_23april.jpg,nest,27986.08888,7922.930915
,ortho_clip_23april.jpg,nest,27968.21425,7754.23907
,ortho_clip_23april.jpg,nest,27936.93364,7653.694261
,ortho_clip_23april.jpg,nest,27814.04554,7579.961401
,ortho_clip_23april.jpg,nest,29172.51762,8397.725844
,ortho_clip_23april.jpg,nest,28664.20776,8321.758656
,ortho_clip_23april.jpg,nest,28663.09059,8506.090805
,ortho_clip_23april.jpg,nest,28438.54052,8401.077338
,ortho_clip_23april.jpg,nest,29007.17727,9113.828314
,ortho_clip_23april.jpg,nest,29103.25342,9192.029832
,ortho_clip_23april.jpg,nest,28712.24583,9351.784361
,ortho_clip_23april.jpg,nest,28555.8428,9438.923195
,ortho_clip_23april.jpg,nest,28565.89728,8982.002899
,ortho_clip_23april.jpg,nest,28421.78305,8907.152874
,ortho_clip_23april.jpg,nest,28219.57627,8871.403609
,ortho_clip_23april.jpg,nest,28115.67997,8845.708825
,ortho_clip_23april.jpg,nest,28035.24412,8951.839456
,ortho_clip_23april.jpg,nest,27995.0262,8940.667811
,ortho_clip_23april.jpg,nest,27995.0262,8965.245431
,ortho_clip_23april.jpg,nest,28916.68694,9562.928459
,ortho_clip_23april.jpg,nest,28716.71449,9575.217269
,ortho_clip_23april.jpg,nest,28389.38528,9497.015751
,ortho_clip_23april.jpg,nest,28397.20543,9384.182133
,ortho_clip_23april.jpg,nest,28898.81231,9804.236
,ortho_clip_23april.jpg,nest,28402.79126,10330.4205
,ortho_clip_23april.jpg,nest,28431.83753,10832.02738
,ortho_clip_23april.jpg,nest,28574.83459,11147.06778
,ortho_clip_23april.jpg,nest,28064.2904,11307.93947
,ortho_clip_23april.jpg,nest,28044.18144,11015.24236
,ortho_clip_23april.jpg,nest,27700.09476,11044.28864
,ortho_clip_23april.jpg,nest,27244.29163,10591.837
,ortho_clip_23april.jpg,nest,27364.9454,10525.92429
,ortho_clip_23april.jpg,nest,27725.78954,10200.82941
,ortho_clip_23april.jpg,nest,27707.91491,10233.22718
,ortho_clip_23april.jpg,nest,27507.94246,10100.2846
,ortho_clip_23april.jpg,nest,27776.06195,9728.268811
,ortho_clip_23april.jpg,nest,28062.05607,9280.285831
,ortho_clip_23april.jpg,nest,27968.21425,9373.010488
,ortho_clip_23april.jpg,nest,27773.82762,9329.44107
,ortho_clip_23april.jpg,nest,27949.00767,9162.121511
,ortho_clip_23april.jpg,nest,27495.12064,9349.050774
,ortho_clip_23april.jpg,nest,27898.47923,8616.122558
,ortho_clip_23april.jpg,nest,27941.3626,8003.121913
,ortho_clip_23april.jpg,nest,27834.74099,7956.312427
,ortho_clip_23april.jpg,nest,27911.45654,8297.631599
,ortho_clip_23april.jpg,nest,27648.80331,8233.918687
,ortho_clip_23april.jpg,nest,27682.61016,8221.566183
,ortho_clip_23april.jpg,nest,27596.14264,7934.858079
,ortho_clip_23april.jpg,nest,27405.65403,7895.850174
,ortho_clip_23april.jpg,nest,27557.13473,7709.912492
,ortho_clip_23april.jpg,nest,27192.41082,6846.53752
,ortho_clip_23april.jpg,nest,27040.93012,7118.942726
,ortho_clip_23april.jpg,nest,26909.6035,7189.156955
,ortho_clip_23april.jpg,nest,28216.08241,6849.384034
,ortho_clip_23april.jpg,nest,27874.80143,6599.859442
,ortho_clip_23april.jpg,nest,27970.51853,6367.497917
,ortho_clip_23april.jpg,nest,27610.75424,6655.969469
,ortho_clip_23april.jpg,nest,27719.6737,6652.008761
,ortho_clip_23april.jpg,nest,27553.98409,6310.067654
,ortho_clip_23april.jpg,nest,27335.48505,6194.54701
,ortho_clip_23april.jpg,nest,27059.55573,6407.765113
,ortho_clip_23april.jpg,nest,27289.09067,5991.105341
,ortho_clip_23april.jpg,nest,27222.08489,5897.822779
,ortho_clip_23april.jpg,nest,27484.19575,5230.392623
,ortho_clip_23april.jpg,nest,27366.60717,5225.794187
,ortho_clip_23april.jpg,nest,27362.66565,4877.626881
,ortho_clip_23april.jpg,nest,27187.92508,4897.991384
,ortho_clip_23april.jpg,nest,26762.8982,4788.942756
,ortho_clip_23april.jpg,nest,27147.85299,4183.263027
,ortho_clip_23april.jpg,nest,27127.48849,3276.714193
,ortho_clip_23april.jpg,nest,27248.36167,3814.074299
,ortho_clip_23april.jpg,nest,27338.35963,3719.477899
,ortho_clip_23april.jpg,nest,26955.3756,3823.928091
,ortho_clip_23april.jpg,nest,26815.45175,3374.59519
,ortho_clip_23april.jpg,nest,26724.79687,3302.334051
,ortho_clip_23april.jpg,nest,26983.62313,3552.62036
,ortho_clip_23april.jpg,nest,26410.78938,3186.059309
,ortho_clip_23april.jpg,nest,26481.07976,3842.978755
,ortho_clip_23april.jpg,nest,26627.57279,4181.949188
,ortho_clip_23april.jpg,nest,26280.06241,4324.500708
,ortho_clip_23april.jpg,nest,25981.82098,3113.79817
,ortho_clip_23april.jpg,nest,25689.49183,3243.868221
,ortho_clip_23april.jpg,nest,25876.05695,2667.749867
,ortho_clip_23april.jpg,nest,25398.17767,2453.022874
,ortho_clip_23april.jpg,nest,25211.78208,1993.436802
,ortho_clip_23april.jpg,nest,24493.30475,2485.901687
,ortho_clip_23april.jpg,nest,24754.35971,2484.725764
,ortho_clip_23april.jpg,nest,23433.79793,1215.90461
,ortho_clip_23april.jpg,nest,23533.48371,1200.660899
,ortho_clip_23april.jpg,nest,23224.26272,1157.369961
,ortho_clip_23april.jpg,nest,22113.44994,2939.169154
,ortho_clip_23april.jpg,nest,22065.74023,2980.601269
,ortho_clip_23april.jpg,nest,22461.2286,2975.579195
,ortho_clip_23april.jpg,nest,22452.43997,2597.668082
,ortho_clip_23april.jpg,nest,22232.72421,3352.234789
,ortho_clip_23april.jpg,nest,24471.31396,3521.729806
,ortho_clip_23april.jpg,nest,24070.80351,3307.036117
,ortho_clip_23april.jpg,nest,25229.2799,3532.198405
,ortho_clip_23april.jpg,nest,25402.20454,3686.69665
,ortho_clip_23april.jpg,nest,25281.66453,4469.793967
,ortho_clip_23april.jpg,nest,25856.32146,4758.202616
,ortho_clip_23april.jpg,nest,25547.38935,4910.508307
,ortho_clip_23april.jpg,nest,26012.94788,5116.823109
,ortho_clip_23april.jpg,nest,26231.14468,5081.177096
,ortho_clip_23april.jpg,nest,26099.97721,4791.980475
,ortho_clip_23april.jpg,nest,26480.03279,4858.150865
,ortho_clip_23april.jpg,nest,26391.24004,5115.48016
,ortho_clip_23april.jpg,nest,26132.04077,5556.075667
,ortho_clip_23april.jpg,nest,26118.63186,5376.971004
,ortho_clip_23april.jpg,nest,27324.98344,7571.104721
,ortho_clip_23april.jpg,nest,26543.41685,5948.315621
,ortho_clip_23april.jpg,nest,26256.63958,5970.782043
,ortho_clip_23april.jpg,nest,26310.8233,6186.195383
,ortho_clip_23april.jpg,nest,26679.53694,6228.485119
,ortho_clip_23april.jpg,nest,26075.58665,5972.103597
,ortho_clip_23april.jpg,nest,26034.61847,6356.67588
,ortho_clip_23april.jpg,nest,25677.79883,5336.436009
,ortho_clip_23april.jpg,nest,25309.08519,5278.287623
,ortho_clip_23april.jpg,nest,25223.18417,5213.531465
,ortho_clip_23april.jpg,nest,25085.74253,5031.15698
,ortho_clip_23april.jpg,nest,24801.60837,4936.005075
,ortho_clip_23april.jpg,nest,24861.07831,4402.097163
,ortho_clip_23april.jpg,nest,24428.93007,4567.291443
,ortho_clip_23april.jpg,nest,24353.60148,5064.195836
,ortho_clip_23april.jpg,nest,24003.88759,4467.162024
,ortho_clip_23april.jpg,nest,23798.08583,4913.065851
,ortho_clip_23april.jpg,nest,24707.94627,5419.446513
,ortho_clip_23april.jpg,nest,24965.19847,5405.906923
,ortho_clip_23april.jpg,nest,24930.89818,5530.47115
,ortho_clip_23april.jpg,nest,25236.89291,5673.990802
,ortho_clip_23april.jpg,nest,25556.38821,5880.934724
,ortho_clip_23april.jpg,nest,25550.22306,5821.132788
,ortho_clip_23april.jpg,nest,26278.55631,5871.693369
,ortho_clip_23april.jpg,nest,25620.81024,6313.343664
,ortho_clip_23april.jpg,nest,22690.53008,4489.122706
,ortho_clip_23april.jpg,nest,22538.88219,4458.315922
,ortho_clip_23april.jpg,nest,22473.62179,4435.131305
,ortho_clip_23april.jpg,nest,22325.0685,4681.575194
,ortho_clip_23april.jpg,nest,22510.54543,3839.200787
,ortho_clip_23april.jpg,nest,22057.15737,4069.329575
,ortho_clip_23april.jpg,nest,21723.98585,4098.525018
,ortho_clip_23april.jpg,nest,21730.85536,4022.101652
,ortho_clip_23april.jpg,nest,21909.46278,4415.381447
,ortho_clip_23april.jpg,nest,20953.54216,3584.598614
,ortho_clip_23april.jpg,nest,20495.46972,3604.957389
,ortho_clip_23april.jpg,nest,20624.89336,4071.755018
,ortho_clip_23april.jpg,nest,20320.96594,4284.067958
,ortho_clip_23april.jpg,nest,20127.55757,3763.464995
,ortho_clip_23april.jpg,nest,20104.2904,3466.808558
,ortho_clip_23april.jpg,nest,19399.00426,3511.888703
,ortho_clip_23april.jpg,nest,19509.52333,3279.216988
,ortho_clip_23april.jpg,nest,19391.73327,3082.900228
,ortho_clip_23april.jpg,nest,18555.5693,3001.465127
,ortho_clip_23april.jpg,nest,18824.59597,3343.201709
,ortho_clip_23april.jpg,nest,18655.90897,3404.278035
,ortho_clip_23april.jpg,nest,18164.74421,2706.365479
,ortho_clip_23april.jpg,nest,18227.9502,3260.443943
,ortho_clip_23april.jpg,nest,18436.44788,3647.88844
,ortho_clip_23april.jpg,nest,18136.83508,3854.7444
,ortho_clip_23april.jpg,nest,18201.68278,3862.132113
,ortho_clip_23april.jpg,nest,17856.40948,3890.73414
,ortho_clip_23april.jpg,nest,17691.82882,3790.091291
,ortho_clip_23april.jpg,nest,17733.41096,3841.376415
,ortho_clip_23april.jpg,nest,17625.85242,3998.266315
,ortho_clip_23april.jpg,nest,17492.41513,4150.30395
,ortho_clip_23april.jpg,nest,17488.37158,4106.633566
,ortho_clip_23april.jpg,nest,17040.34578,4172.139143
,ortho_clip_23april.jpg,nest,16847.8726,3426.507763
,ortho_clip_23april.jpg,nest,17082.28813,2700.229055
,ortho_clip_23april.jpg,nest,16302.82314,3210.854712
,ortho_clip_23april.jpg,nest,16309.58639,3525.346011
,ortho_clip_23april.jpg,nest,16126.97854,3491.529743
,ortho_clip_23april.jpg,nest,16028.91136,3339.356534
,ortho_clip_23april.jpg,nest,16094.38622,3140.042144
,ortho_clip_23april.jpg,nest,15649.62645,2820.311409
,ortho_clip_23april.jpg,nest,15756.5215,3255.526976
,ortho_clip_23april.jpg,nest,15873.91518,3410.143033
,ortho_clip_23april.jpg,nest,15835.73837,2711.507517
,ortho_clip_23april.jpg,nest,15339.43992,3384.37369
,ortho_clip_23april.jpg,nest,15211.54763,2954.884643
,ortho_clip_23april.jpg,nest,15191.5048,2937.705082
,ortho_clip_23april.jpg,nest,15024.48128,3369.102969
,ortho_clip_23april.jpg,nest,14713.34033,3535.172067
,ortho_clip_23april.jpg,nest,14534.86377,2924.3432
,ortho_clip_23april.jpg,nest,14312.48389,3165.811487
,ortho_clip_23april.jpg,nest,14510.04885,3622.978717
,ortho_clip_23april.jpg,nest,14108.23798,3576.212131
,ortho_clip_23april.jpg,nest,14753.42597,2638.017169
